	Unnamed: 0	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	Genes	SRR3383640	SRR3383821	SRR3383782	SRR6283145	SRR3383641	SRR3383783	SRR3383822	SRR6283144	zero-counter
10076	10275	10520	10826	11318	13862	AT3G22700	1.0	0.0	1.584962500721156	1.584962500721156	2.807354922057604	0.0	0.0	1.584962500721156	3
10087	10286	10531	10839	11332	13880	AT3G22860	0.0	1.0	1.0	1.0	2.0	0.0	0.0	2.3219280948873617	3
10114	10313	10558	10867	11360	13922	AT3G23190	2.3219280948873617	0.0	3.4594316186372973	0.0	1.584962500721156	1.584962500721156	1.0	0.0	3
10176	10375	10621	10933	11428	14006	AT3G23955	1.584962500721156	1.584962500721156	1.584962500721156	0.0	1.584962500721156	0.0	1.0	0.0	3
10322	10522	10770	11086	11590	14233	AT3G26050	2.584962500721156	1.0	3.700439718141092	0.0	1.0	1.584962500721156	0.0	0.0	3
10330	10530	10778	11094	11598	14243	AT3G26125	1.0	2.3219280948873617	2.0	0.0	0.0	2.3219280948873617	1.0	0.0	3
10331	10531	10779	11095	11599	14244	AT3G26130	0.0	0.0	1.0	2.0	1.584962500721156	1.0	0.0	2.0	3
10339	10539	10788	11104	11610	14257	AT3G26235	0.0	0.0	1.0	1.0	1.0	1.0	0.0	2.584962500721156	3
10451	10654	10906	11223	11731	14393	AT3G27410	2.3219280948873617	1.584962500721156	1.584962500721156	0.0	3.0	0.0	0.0	1.0	3
10454	10657	10909	11226	11734	14399	AT3G27440	0.0	0.0	1.0	4.087462841250339	1.0	0.0	1.0	5.392317422778762	3
10458	10661	10913	11230	11738	14403	AT3G27475	1.0	0.0	2.584962500721156	3.0	2.3219280948873617	1.0	0.0	0.0	3
10478	10681	10933	11252	11761	14431	AT3G27730	0.0	1.584962500721156	2.584962500721156	1.584962500721156	0.0	0.0	1.0	1.0	3
10514	10718	10972	11293	11803	14491	AT3G28310	0.0	1.584962500721156	0.0	4.700439718141092	2.584962500721156	1.0	0.0	5.247927513443585	3
10547	10752	11008	11330	11842	14547	AT3G28830	1.0	2.584962500721156	2.3219280948873617	0.0	1.0	1.584962500721156	0.0	0.0	3
10550	10755	11011	11333	11845	14551	AT3G28857	1.584962500721156	1.584962500721156	2.0	0.0	0.0	1.584962500721156	1.584962500721156	0.0	3
10598	10803	11063	11387	11901	14633	AT3G29633	0.0	0.0	1.0	1.0	1.0	1.584962500721156	0.0	1.0	3
10614	10819	11079	11407	11923	14697	AT3G30770	0.0	0.0	1.0	2.3219280948873617	1.0	1.584962500721156	0.0	2.584962500721156	3
10621	10827	11088	11417	11935	14745	AT3G33528	1.0	0.0	0.0	1.584962500721156	2.3219280948873617	1.0	0.0	3.0	3
10623	10829	11090	11419	11937	14748	AT3G41762	0.0	2.0	1.584962500721156	2.3219280948873617	0.0	0.0	1.584962500721156	2.3219280948873617	3
10639	10845	11107	11436	11954	14791	AT3G43110	1.0	0.0	3.584962500721156	0.0	1.0	2.584962500721156	1.0	0.0	3
10696	10903	11167	11499	12022	14922	AT3G44560	1.0	1.0	2.584962500721156	0.0	2.0	0.0	1.0	0.0	3
10826	11036	11305	11645	12180	15159	AT3G46680	0.0	1.0	2.3219280948873617	2.0	2.0	0.0	1.584962500721156	0.0	3
10863	11073	11344	11685	12222	15214	AT3G47210	1.0	2.0	1.584962500721156	0.0	0.0	0.0	1.584962500721156	1.0	3
10927	11137	11408	11749	12289	15289	AT3G48010	2.3219280948873617	2.0	2.584962500721156	0.0	3.4594316186372973	1.0	0.0	0.0	3
10974	11184	11455	11800	12342	15351	AT3G48510	1.584962500721156	1.584962500721156	1.584962500721156	0.0	2.0	0.0	1.0	0.0	3
11026	11237	11509	11855	12398	15415	AT3G49130	1.584962500721156	2.3219280948873617	0.0	1.584962500721156	1.584962500721156	0.0	0.0	1.584962500721156	3
11095	11308	11581	11927	12476	15510	AT3G49980	0.0	2.0	0.0	1.584962500721156	1.0	0.0	1.0	2.3219280948873617	3
11128	11342	11616	11963	12513	15560	AT3G50460	1.584962500721156	1.584962500721156	0.0	5.169925001442311	3.169925001442312	0.0	0.0	4.0	3
11198	11413	11688	12035	12588	15648	AT3G51325	1.0	0.0	1.0	3.169925001442312	0.0	0.0	1.0	4.392317422778762	3
11358	11574	11851	12202	12766	15853	AT3G53250	0.0	1.0	1.0	3.0	0.0	0.0	1.0	2.3219280948873617	3
11375	11591	11868	12219	12783	15876	AT3G53450	2.0	1.584962500721156	1.584962500721156	0.0	2.807354922057604	1.0	0.0	0.0	3
11388	11605	11882	12233	12797	15890	AT3G53590	1.0	1.584962500721156	0.0	2.584962500721156	1.0	0.0	0.0	1.0	3
11420	11638	11915	12267	12831	15929	AT3G53980	3.700439718141092	2.3219280948873617	0.0	0.0	1.584962500721156	0.0	2.0	2.3219280948873617	3
11453	11671	11948	12301	12867	15966	AT3G54340	1.0	2.0	2.3219280948873617	0.0	0.0	0.0	1.0	1.0	3
11522	11740	12018	12373	12943	16050	AT3G55150	0.0	0.0	2.3219280948873617	1.0	2.0	1.0	0.0	2.0	3
11664	11886	12165	12522	13096	16234	AT3G56891	2.0	1.0	2.0	2.584962500721156	0.0	0.0	1.584962500721156	0.0	3
11690	11917	12198	12556	13130	16268	AT3G57210	2.584962500721156	0.0	2.3219280948873617	1.0	2.3219280948873617	0.0	0.0	1.0	3
11712	11940	12221	12580	13155	16294	AT3G57465	2.584962500721156	1.584962500721156	1.0	0.0	3.0	0.0	2.3219280948873617	0.0	3
11747	11975	12258	12618	13193	16336	AT3G57860	1.584962500721156	0.0	3.807354922057604	0.0	1.0	1.584962500721156	0.0	1.0	3
11789	12018	12302	12662	13238	16404	AT3G58540	0.0	1.0	1.0	0.0	1.584962500721156	1.0	1.0	0.0	3
11810	12040	12324	12684	13260	16428	AT3G58770	0.0	2.0	2.3219280948873617	0.0	2.0	1.584962500721156	1.584962500721156	0.0	3
11840	12070	12354	12714	13290	16471	AT3G59190	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	3
11862	12093	12377	12738	13315	16500	AT3G59450	2.0	1.0	1.584962500721156	2.0	2.584962500721156	0.0	0.0	0.0	3
11888	12120	12404	12767	13345	16533	AT3G59790	0.0	1.584962500721156	3.807354922057604	0.0	2.807354922057604	1.0	2.0	0.0	3
11892	12124	12408	12771	13349	16537	AT3G59830	0.0	1.584962500721156	1.584962500721156	1.584962500721156	1.584962500721156	0.0	1.0	0.0	3
11894	12126	12410	12773	13351	16540	AT3G59850	2.0	1.584962500721156	1.584962500721156	0.0	0.0	0.0	1.0	1.0	3
11914	12147	12431	12795	13373	16568	AT3G60140	0.0	1.584962500721156	0.0	3.4594316186372973	3.0	0.0	1.0	4.954196310386875	3
11943	12176	12460	12825	13405	16602	AT3G60470	3.807354922057604	4.459431618637297	2.584962500721156	0.0	3.0	0.0	2.3219280948873617	0.0	3
12004	12239	12525	12893	13476	16688	AT3G61250	0.0	2.3219280948873617	2.0	0.0	1.584962500721156	3.0	2.0	0.0	3
12008	12243	12529	12897	13481	16693	AT3G61300	1.0	1.584962500721156	1.0	2.3219280948873617	2.807354922057604	0.0	0.0	0.0	3
